MachineTS,ExchTstamp,SeqNum,SecurityId,Type,Side,bid_size[0],bid[0],ask[0],ask_size[0],bid_size[1],bid[1],ask[1],ask_size[1],bid_size[2],bid[2],ask[2],ask_size[2],bid_size[3],bid[3],ask[3],ask_size[3],bid_size[4],bid[4],ask[4],ask_size[4],price,qty,old_price,old_qty,likely_bid_size,likely_bid,likely_ask,likely_ask_size,btc,atc,btv,atv,dprLow,dprHigh,ExchId1,ExchId2
0,1771559132150291127,187,504212,M,B,8,69000,69845,19,6,68995,69850,13,1,68980,69880,13,1,68850,69920,14,3,68725,70195,48,69000,8,68990,6,-1,-1,-1,-1,0,0,1,0,0,0,17715591321502397241,0
0,1771559135150347765,201,504212,M,B,8,69005,69845,19,8,69000,69850,13,1,68980,69880,13,1,68850,69920,14,3,68725,70195,48,69005,8,68995,6,-1,-1,-1,-1,0,0,1,0,0,0,17715591351502909821,0
0,1771559135150499107,202,504212,X,B,8,69005,69845,19,1,68980,69850,13,1,68850,69880,13,3,68725,69920,14,39,68720,70195,48,69000,8,0,0,-1,-1,-1,-1,0,0,1,0,0,0,17715591321502397241,0
0,1771559135150608694,203,504212,X,B,1,68980,69845,19,1,68850,69850,13,3,68725,69880,13,39,68720,69920,14,1,68590,70195,48,69005,8,0,0,-1,-1,-1,-1,0,0,1,0,0,0,17715591351502909821,0
0,1771559135150669123,204,504212,M,B,2,69005,69845,19,1,68850,69850,13,3,68725,69880,13,39,68720,69920,14,1,68590,70195,48,69005,2,68980,1,-1,-1,-1,-1,0,0,1,0,0,0,17715591351506033021,0
0,1771559135150678621,205,504212,N,B,2,69005,69845,19,3,68980,69850,13,1,68850,69880,13,3,68725,69920,14,39,68720,70195,48,68980,3,0,0,-1,-1,-1,-1,0,0,1,0,0,0,17715591351506170491,0
0,1771559135150760032,206,504212,N,B,3,69005,69845,19,3,68980,69850,13,1,68850,69880,13,3,68725,69920,14,39,68720,70195,48,69005,1,0,0,-1,-1,-1,-1,0,0,1,0,0,0,17715591351507127551,0
0,1771559135150809287,207,504212,M,B,2,69025,69845,19,3,69005,69850,13,1,68850,69880,13,3,68725,69920,14,39,68720,70195,48,69025,2,68980,3,-1,-1,-1,-1,0,0,1,0,0,0,17715591351507600321,0
0,1771559135150918418,208,504212,M,B,1,69035,69845,19,2,69025,69850,13,1,69005,69880,13,1,68850,69920,14,3,68725,70195,48,69035,1,69005,2,-1,-1,-1,-1,0,0,1,0,0,0,17715591351508581101,0
0,1771559135151200564,209,504212,N,B,1,69035,69845,19,2,69025,69850,13,1,69005,69880,13,13,68855,69920,14,1,68850,70195,48,68855,13,0,0,-1,-1,-1,-1,0,0,1,0,0,0,17715591351511504371,0
0,1771559135297550250,211,504212,N,B,6,69040,69845,19,1,69035,69850,13,2,69025,69880,13,1,69005,69920,14,13,68855,70195,48,69040,6,0,0,-1,-1,-1,-1,0,0,1,0,0,0,17715591352974952001,0
0,1771559136260123783,213,504212,N,B,6,69045,69845,19,6,69040,69850,13,1,69035,69880,13,2,69025,69920,14,1,69005,70195,48,69045,6,0,0,-1,-1,-1,-1,0,0,1,0,0,0,17715591362597243961,0
0,1771559140400546617,219,504212,M,B,7,69050,69845,19,6,69045,69850,13,1,69035,69880,13,2,69025,69920,14,1,69005,70195,48,69050,7,69040,6,-1,-1,-1,-1,0,0,1,0,0,0,17715591404004950051,0
0,1771559140400580631,220,504212,M,B,2,69060,69845,19,7,69050,69850,13,6,69045,69880,13,1,69035,69920,14,1,69005,70195,48,69060,2,69025,2,-1,-1,-1,-1,0,0,1,0,0,0,17715591404005070201,0
0,1771559140400585159,221,504212,M,B,2,69060,69845,19,8,69050,69850,13,6,69045,69880,13,1,69035,69920,14,1,68860,70195,48,69050,1,69005,1,-1,-1,-1,-1,0,0,1,0,0,0,17715591404005158661,0
0,1771559140400610253,222,504212,M,B,1,69090,69845,19,2,69060,69850,13,8,69050,69880,13,6,69045,69920,14,1,68860,70195,48,69090,1,69035,1,-1,-1,-1,-1,0,0,1,0,0,0,17715591404005290011,0
0,1771559140400624182,223,504212,N,B,1,69090,69845,19,2,69060,69850,13,8,69050,69880,13,8,69045,69920,14,1,68860,70195,48,69045,2,0,0,-1,-1,-1,-1,0,0,1,0,0,0,17715591404005404751,0
0,1771559140400722225,224,504212,M,B,1,69090,69845,19,8,69065,69850,13,2,69060,69880,13,8,69050,69920,14,2,69045,70195,48,69065,8,69045,6,-1,-1,-1,-1,0,0,1,0,0,0,17715591404006690311,0
0,1771559140400755886,225,504212,M,S,1,69090,69840,19,8,69065,69845,19,2,69060,69880,13,8,69050,69920,14,2,69045,70195,48,69840,19,69850,13,-1,-1,-1,-1,0,0,1,0,0,0,17715591404006962362,0
0,1771559140400759431,226,504212,M,B,1,69090,69840,19,16,69065,69845,19,2,69060,69880,13,1,69050,69920,14,2,69045,70195,48,69065,8,69050,7,-1,-1,-1,-1,0,0,1,0,0,0,17715591404007095661,0
0,1771559140400784186,227,504212,X,B,1,69090,69840,19,16,69065,69845,19,2,69060,69880,13,2,69045,69920,14,1,68860,70195,48,69050,1,0,0,-1,-1,-1,-1,0,0,1,0,0,0,17715591404005158661,0
0,1771559140400884199,228,504212,M,B,5,69095,69840,19,1,69090,69845,19,8,69065,69880,13,2,69060,69920,14,2,69045,70195,48,69095,5,69065,8,-1,-1,-1,-1,0,0,1,0,0,0,17715591404008343631,0
0,1771559140401042346,229,504212,X,S,5,69095,69840,19,1,69090,69880,13,8,69065,69920,14,2,69060,70195,48,2,69045,70215,6,69845,19,0,0,-1,-1,-1,-1,0,0,1,0,0,0,17715591308281547382,0
